Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,CONCEPTSTATUS,CTV3ID,RDF Schema Label,ISPRIMITIVE,PAR,RN,RO,Semantic_Type,SNOMEDID,SY,SYNONYM FN,SYNONYM IS,SYNONYM MTH_FN,SYNONYM MTH_PT,SYNONYM OF,SYNONYM SY,TUI,UMLS_CUI
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#14045001,Caucasian,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#372148003,0,XU7hz,Caucasian,1,Ethnic group (Id: 372148003),,,Population Group,S-61000,Caucasian (Id: 367505005),Caucasian (ethnic group),"Caucasian, NOS",,,,Caucasoid,T098,C0043157
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#71176007,Pygmies,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#18167009,0,XUJUo,Pygmies,1,Black African (Id: 18167009),,,Population Group,S-62230,,Pygmies (ethnic group),,,,,,T098,C0337845
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#401214002,Other white British ethnic group,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#315236000,0,XUZFo,Other white British ethnic group,1,White British (Id: 315236000),,,Population Group,F-02C0F,,Other white British ethnic group (ethnic group),,,,,,T098,C1303181
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#67165000,Lapps,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#24812003,0,XUIhO,Lapps,1,Mongoloid (Id: 24812003),,,Population Group,S-64150,,Lapps (ethnic group),,,,,,T098,C0337904
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#414551003,Japanese,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#315280000,0,XUcF3,Japanese,1,Asian - ethnic group (Id: 315280000),,,Population Group,F-04C47,Race: Japanese (Id: 15643001),Japanese (ethnic group),,,,,,T098,C1556094
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#88934004,Nigerians,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#18167009,0,XUN4R,Nigerians,1,Black African (Id: 18167009),,,Population Group,S-62220,,Nigerians (ethnic group),,,,,,T098,C1556089
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#33897005,Chinese,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#315280000|http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#24812003,0,9T1C.,Chinese,1,Mongoloid (Id: 24812003)|Asian - ethnic group (Id: 315280000),,,Population Group,S-64060,Chinese (Id: 154224002)|Chinese (Id: 154181004)|Chinese (Id: 186004002)|Race: Chinese (Id: 160525008),Chinese (ethnic group),,,,,,T098,C0152035
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#275600005,Greek Cypriot (NMO),,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#270466006,0,XM1SG,Greek Cypriot (NMO),1,Greek/Greek Cypriot (NMO) (Id: 270466006),,Greek &/or Greek Cypriot (NMO) (Id: 186015007)|Greek &/or Greek Cypriot (NMO) (Id: 154192003),Population Group,F-00861,,Greek Cypriot (NMO) (ethnic group),,,,,,T098,C0554966
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#20140003,Hawaiians,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#18575005,0,XU9Gd,Hawaiians,1,Oceanian (Id: 18575005),,,Population Group,S-65080,,Hawaiians (ethnic group),,,,,,T098,C0337920
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#3698008,Micronesians,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#18575005,0,XUCg8,Micronesians,1,Oceanian (Id: 18575005),,,Population Group,S-65140,Micronesian race (Id: 44356001),Micronesians (ethnic group),,,,,,T098,C1556099
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#186007009,British ethnic minority unspecified (NMO),,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#186005001,0,9SA2.,British ethnic minority unspecified (NMO),1,Other ethnic non-mixed (NMO) (Id: 186005001),,,Population Group,F-0018E,Brit. ethnic minor. unsp (NMO) (Id: 154184007),British ethnic minority unspecified (NMO) (ethnic group),Brit. ethnic minor. unsp (NMO),,,,,T098,C0422787
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#186022004,"Other ethnic, mixed white origin",,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#186019001,0,9SB3.,"Other ethnic, mixed white origin",1,"Other ethnic, mixed origin (Id: 186019001)",,,Population Group,F-001A2,"Other ethnic, mixed white orig (Id: 154199007)","Other ethnic, mixed white origin (ethnic group)","Other ethnic, mixed white orig",,,,,T098,C0422802
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#75326007,Labradors,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#66920001,0,XUKJk,Labradors,1,Amerind (Id: 66920001),,,Population Group,S-63230,,Labradors (ethnic group),,,,,,T098,C0337873
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#33182009,Trukese,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#18575005,0,XUBut,Trukese,1,Oceanian (Id: 18575005),,,Population Group,S-65250,,Trukese (ethnic group),,,,,,T098,C0337934
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#69983001,Irani,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#315280000,0,XUJG9,Irani,1,Asian - ethnic group (Id: 315280000),,,Population Group,S-61230,,Irani (ethnic group),,,,,,T098,C0337811
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#315279003,Other black ethnic group,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#315240009,0,XaFwy,Other black ethnic group,1,Black - ethnic group (Id: 315240009),,,Population Group,F-02222,Other black ethnic group (Id: 186029008)|Other black ethnic group (Id: 154206004),Other black ethnic group (ethnic group),,,,,,T098,C1278528
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#186021006,"Other ethnic, Asian/White origin",,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#186019001,0,9SB2.,"Other ethnic, Asian/White origin",1,"Other ethnic, mixed origin (Id: 186019001)",,,Population Group,F-001A0,"Other ethnic, Asian/White orig (Id: 154198004)","Other ethnic, Asian/White origin (ethnic group)",,,,,"Other ethnic, Asian/White orig",T098,C0422801
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#46110004,Somalis,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#18167009,0,XUEXt,Somalis,1,Black African (Id: 18167009),,,Population Group,S-62260,,Somalis (ethnic group),,,,,,T098,C0337847
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#14470009,Tutsi,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#18167009,0,XU7oD,Tutsi,1,Black African (Id: 18167009),,,Population Group,S-62290,,Tutsi (ethnic group),,,,,,T098,C0337849
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#15801006,Kapingas,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#18575005,0,XU87C,Kapingas,1,Oceanian (Id: 18575005),,,Population Group,S-65090,,Kapingas (ethnic group),,,,,,T098,C0337921
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#185988007,Black Caribbean,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#315240009,0,9S2..,Black Caribbean,1,Black - ethnic group (Id: 315240009),,Black Caribbean &/or W.I. &/or Guyana (Id: 185991007)|Black Caribbean &/or W.I. &/or Guyana (Id: 154168006),Population Group,F-00173,Black Caribbean (Id: 154164008),Black Caribbean (ethnic group),,,,,,T098,C0422771
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#186003008,Bangladeshi,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#315280000,0,9S8..,Bangladeshi,1,Asian - ethnic group (Id: 315280000),,,Population Group,F-00188,Race: Bangladeshi (Id: 160529002)|Bangladeshi (Id: 154180003),Bangladeshi (ethnic group),,,,,,T098,C0422784
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#2852001,Bhutanese,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#24812003,0,XUAzs,Bhutanese,1,Mongoloid (Id: 24812003),,,Population Group,S-64020,,Bhutanese (ethnic group),,,,,,T098,C0337894
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#315237009,White Irish,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#185984009,0,XaFwE,White Irish,1,White - ethnic group (Id: 185984009),,,Population Group,F-021FD,White Irish (Id: 154162007)|White Irish (Id: 185986006),White Irish (ethnic group),,,,,,T098,C1278524
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#48118002,Yapese,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#18575005,0,XUEwW,Yapese,1,Oceanian (Id: 18575005),,,Population Group,S-65260,,Yapese (ethnic group),,,,,,T098,C1556105
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#185989004,"Black, other, non-mixed origin",,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#315240009,0,9S4..,"Black, other, non-mixed origin",1,Black - ethnic group (Id: 315240009),Black Black - other (Id: 154174006)|Black Black - other (Id: 185997006),,Population Group,F-00174,"Black, other, non-mixed origin (Id: 154166005)","Black, other, non-mixed origin (ethnic group)",,,,,,T098,C0422772
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#71949006,Chippewa,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#66920001,0,XUJeR,Chippewa,1,Amerind (Id: 66920001),,,Population Group,S-63110,,Chippewa (ethnic group),,,,,,T098,C0337862
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#113169009,Armenians,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#372148003,0,XU3FQ,Armenians,1,Ethnic group (Id: 372148003),,,Population Group,S-61020,,Armenians (ethnic group),,,,,,T098,C0337794
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#21993009,Indonesians,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#24812003,0,XU9hO,Indonesians,1,Mongoloid (Id: 24812003),,,Population Group,S-64100,,Indonesians (ethnic group),,,,,,T098,C0337900
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#90348007,Ghashgai,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#24812003,0,XUNM2,Ghashgai,1,Mongoloid (Id: 24812003),,,Population Group,S-64090,,Ghashgai (ethnic group),,,,,,T098,C0337899
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#312859007,Vietnamese,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#315280000,0,XaE4A,Vietnamese,1,Asian - ethnic group (Id: 315280000),,,Population Group,S-60001,Vietnamese (Id: 186026001)|Vietnamese (Id: 154203007),Vietnamese (ethnic group),,,,,,T098,C1561452
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#17095009,Norwegians,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#372148003,0,XU8PQ,Norwegians,1,Ethnic group (Id: 372148003),,,Population Group,S-61240,,Norwegians (ethnic group),,,,,,T098,C0337812
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#270466006,Greek/Greek Cypriot (NMO),,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#186005001,0,XE2Nz,Greek/Greek Cypriot (NMO),1,Other ethnic non-mixed (NMO) (Id: 186005001),,Greek &/or Greek Cypriot (NMO) (Id: 186015007)|Greek &/or Greek Cypriot (NMO) (Id: 154192003),Population Group,F-00570,,Greek/Greek Cypriot (NMO) (ethnic group),,,,,,T098,C0422795
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#17789004,Papuans,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#18575005,0,XU8Y5,Papuans,1,Oceanian (Id: 18575005),,,Population Group,S-65190,,Papuans (ethnic group),,,,,,T098,C0337929
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#13440006,Tanganyikans,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#18167009,0,XU7Xz,Tanganyikans,1,Black African (Id: 18167009),,,Population Group,S-62280,,Tanganyikans (ethnic group),,,,,,T098,C0337848
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#275593008,Guyana (NMO),,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#270463003,0,XM1SA,Guyana (NMO),1,Caribbean I./W.I./Guyana (NMO) (Id: 270463003),,Caribbean I. &/or W.I. &/or Guyana (NMO) (Id: 186008004)|Caribbean I. &/or W.I. &/or Guyana (NMO) (Id: 154185008),Population Group,F-0085B,,Guyana (NMO) (ethnic group),,,,,,T098,C0554960
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#76253004,Zulu,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#18167009,0,XUKUw,Zulu,1,Black African (Id: 18167009),,,Population Group,S-62340,,Zulu (ethnic group),,,,,,T098,C0043537
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#32873005,Bloods,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#66920001,0,XUBrB,Bloods,1,Amerind (Id: 66920001),,,Population Group,S-63090,,Bloods (ethnic group),,,,,,T098,C0392895
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#38361009,Koreans,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#24812003,0,XUCx8,Koreans,1,Mongoloid (Id: 24812003),,,Population Group,S-64140,Race: Korean (Id: 160526009),Koreans (ethnic group),,,,,,T098,C1556095
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#18583004,Estonians,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#372148003,0,XU8hr,Estonians,1,Ethnic group (Id: 372148003),,,Population Group,S-61120,,Estonians (ethnic group),,,,,,T098,C0337802
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#35007000,Utes,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#66920001,0,XUCHf,Utes,1,Amerind (Id: 66920001),,,Population Group,S-63370,,Utes (ethnic group),,,,,,T098,C1556092
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#23922002,Batutsi,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#18167009,0,XUA5J,Batutsi,1,Black African (Id: 18167009),,,Population Group,S-62040,,Batutsi (ethnic group),,,,,,T098,C0337828
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#85371009,Bushmen,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#18167009,0,XUMKe,Bushmen,1,Black African (Id: 18167009),,,Population Group,S-62050,,Bushmen (ethnic group),,,,,,T098,C0337829
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#72248007,Kikuyu,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#18167009,0,XUJhz,Kikuyu,1,Black African (Id: 18167009),,,Population Group,S-62160,,Kikuyu (ethnic group),,,,,,T098,C0337840
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#68486007,Austrians,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#372148003,0,XUIxc,Austrians,1,Ethnic group (Id: 372148003),,,Population Group,S-61030,,Austrians (ethnic group),,,,,,T098,C0337795
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#11794009,Kenyans,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#18167009,0,XU4VK,Kenyans,1,Black African (Id: 18167009),,,Population Group,S-62150,,Kenyans (ethnic group),,,,,,T098,C0337839
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#72201005,Hobe,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#18167009,0,XUJhM,Hobe,1,Black African (Id: 18167009),,,Population Group,S-62110,,Hobe (ethnic group),,,,,,T098,C0337835
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#39007007,Black Jews,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#18167009,0,XUD6R,Black Jews,1,Black African (Id: 18167009),,,Population Group,S-62350,,Black Jews (ethnic group),,,,,,T098,C0337852
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#186042008,Tokelauan,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#372148003,0,9T18.,Tokelauan,1,Ethnic group (Id: 372148003),,Tinea imbricata (Id: 11250004),Population Group,S-60008,Tokelauan (Id: 154220006),Tokelauan (ethnic group),,,,,Tokelau,T098,C0438967
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#62598008,Venezuelan Indians,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#66920001,0,XUHnp,Venezuelan Indians,1,Amerind (Id: 66920001),,,Population Group,S-63380,,Venezuelan Indians (ethnic group),,,,,,T098,C0337889
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#79434006,Quechua,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#66920001,0,XUL85,Quechua,1,Amerind (Id: 66920001),,,Population Group,S-63330,,Quechua (ethnic group),,,,,,T098,C0337884
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#13233008,Flathead,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#372148003,0,XU7UP,Flathead,1,Ethnic group (Id: 372148003),,,Population Group,S-63180,,Flathead (ethnic group),,,,,,T098,C0337868
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#186014006,Irish (NMO),,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#186005001,0,9SA9.,Irish (NMO),1,Other ethnic non-mixed (NMO) (Id: 186005001),,,Population Group,F-00199,Irish (NMO) (Id: 154191005),Irish (NMO) (ethnic group),,,,,,T098,C0422794
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#185990008,Black British,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#185989004,0,9S41.,Black British,1,"Black, other, non-mixed origin (Id: 185989004)",,,Population Group,F-00175,Black British (Id: 154167001),Black British (ethnic group),,,,,,T098,C0422773
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#8124001,West Africans,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#18167009,0,XULTx,West Africans,1,Black African (Id: 18167009),,,Population Group,S-62320,,West Africans (ethnic group),,,,,,T098,C0238606
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#27301002,Paez,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#66920001,0,XUAke,Paez,1,Amerind (Id: 66920001),,,Population Group,S-63300,,Paez (ethnic group),,,,,,T098,C0337881
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#48375000,Seminole,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#66920001,0,XUEzQ,Seminole,1,Amerind (Id: 66920001),,,Population Group,S-63340,,Seminole (ethnic group),,,,,,T098,C1556091
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#186002003,Pakistani,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#315280000,0,9S7..,Pakistani,1,Asian - ethnic group (Id: 315280000),,,Population Group,F-00187,Race: Pakistani (Id: 160533009)|Pakistani (Id: 154179001),Pakistani (ethnic group),,,,,,T098,C0240620
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#401213008,White Scottish,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#315236000,0,XUZFn,White Scottish,1,White British (Id: 315236000),,,Population Group,F-02C0E,,White Scottish (ethnic group),,,,,,T098,C1303180
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#413466005,Afro-Caucasian,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#372148003,0,XUcF1,Afro-Caucasian,1,Ethnic group (Id: 372148003),,,Population Group,S-0003C,Race: Afro-caucasian (Id: 160532004),Afro-Caucasian (ethnic group),,,,,,T098,C1531486
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#186005001,Other ethnic non-mixed (NMO),,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#372148003,0,9SA..,Other ethnic non-mixed (NMO),1,Ethnic group (Id: 372148003),Other ethnic NEC (NMO) (Id: 186018009)|Other ethnic NEC (NMO) (Id: 154195001),,Population Group,F-0018A,Other ethnic non-mixed (NMO) (Id: 154182006),Other ethnic non-mixed (NMO) (ethnic group),,,,,,T098,C0422785
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#44460002,Turks,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#24812003,0,XUEEF,Turks,1,Mongoloid (Id: 24812003),,,Population Group,S-64220,,Turks (ethnic group),,,,,,T098,C0337911
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#58047002,Barundi,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#18167009,0,XUGud,Barundi,1,Black African (Id: 18167009),,,Population Group,S-62030,,Barundi (ethnic group),,,,,,T098,C0337827
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#185993005,Black - other African country,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#185989004,0,9S44.,Black - other African country,1,"Black, other, non-mixed origin (Id: 185989004)",,,Population Group,F-00176,Black - other African country (Id: 154170002),Black - other African country (ethnic group),,,,,,T098,C0422776
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#275592003,West Indian (NMO),,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#270463003,0,XM1S9,West Indian (NMO),1,Caribbean I./W.I./Guyana (NMO) (Id: 270463003),,Caribbean I. &/or W.I. &/or Guyana (NMO) (Id: 186008004)|Caribbean I. &/or W.I. &/or Guyana (NMO) (Id: 154185008),Population Group,F-0085A,,West Indian (NMO) (ethnic group),,,,,,T098,C0554959
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#81403004,Swedes,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#372148003,0,XULW5,Swedes,1,Ethnic group (Id: 372148003),,,Population Group,S-61310,,Swedes (ethnic group),,,,,,T098,C0337818
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#26215007,South Asian Aborigine,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#108342005,0,XUAX9,South Asian Aborigine,1,South Asian AND/OR Australian aborigine (Id: 108342005),,,Population Group,S-66000,,South Asian Aborigine (ethnic group),"South Asian Aborigine, NOS",,,,,T098,C0337937
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#186001005,Indian (East Indian),,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#315280000,0,9S6..,Indian (East Indian),1,Asian - ethnic group (Id: 315280000),,,Population Group,F-00186,Indian (Id: 154178009)|Indian (Id: 186045005)|Indian (Id: 154225001),Indian (East Indian) (ethnic group),Indian,,,,,T098,C0422792
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#51827000,Oriental Jews,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#372148003,0,XUFg5,Oriental Jews,1,Ethnic group (Id: 372148003),,,Population Group,S-61250,,Oriental Jews (ethnic group),,,,,,T098,C0337813
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#186035008,New Zealand ethnic groups,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#372148003,0,9T1..,New Zealand ethnic groups,1,Ethnic group (Id: 372148003),New Zealand ethnic group NOS (Id: 154229007)|New Zealand ethnic group NOS (Id: 186048007),,Population Group,S-60002,New Zealand ethnic groups (Id: 154212009),New Zealand ethnic groups (ethnic group),,,,,,T098,C0438961
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#275589002,Black East African Asian,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#270462008,0,XM1S6,Black East African Asian,1,Black East African Asian/Indo-Caribbean (Id: 270462008),,Black E Afric Asia &/or Indo-Caribb (Id: 154171003)|Black E Afric Asia &/or Indo-Caribb (Id: 185994004),Population Group,F-00857,,Black East African Asian (ethnic group),,,,,,T098,C0554956
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#60157000,Ellice Islanders,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#18575005,0,XUHK0,Ellice Islanders,1,Oceanian (Id: 18575005),,,Population Group,S-65040,,Ellice Islanders (ethnic group),,,,,,T098,C0337916
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#49202008,Gilbertese,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#18575005,0,XUF9d,Gilbertese,1,Oceanian (Id: 18575005),,,Population Group,S-65060,,Gilbertese (ethnic group),,,,,,T098,C0337918
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#15086000,African American,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#315240009,0,XU7xK,African American,1,Black - ethnic group (Id: 315240009),,,Population Group,S-62310,,African American (ethnic group),U.S. Blacks,,,,United States Black,T098,C0085756
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#22007004,Shoshone,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#66920001,0,XU9hZ,Shoshone,1,Amerind (Id: 66920001),,,Population Group,S-63350,,Shoshone (ethnic group),,,,,,T098,C0337886
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#113171009,Coushatta,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#66920001,0,XU3FS,Coushatta,1,Amerind (Id: 66920001),,,Population Group,S-63140,,Coushatta (ethnic group),,,,,,T098,C0337865
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#27700004,Iraqi,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#315280000,0,XUApt,Iraqi,1,Asian - ethnic group (Id: 315280000),,,Population Group,S-61380,,Iraqi (ethnic group),,,,,,T098,C1556087
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#414978006,Oriental,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#315280000,0,XUcF9,Oriental,1,Asian - ethnic group (Id: 315280000),,,Population Group,F-04C48,Race: Oriental (Id: 160527000),Oriental (ethnic group),,,,,,T098,C0078988
http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#315240009,Black - ethnic group,,,FALSE,,,http://purl.bioontology.org/ontology/SNOMED-Ethnic-Group#372148003,0,XaFwH,Black - ethnic group,1,Ethnic group (Id: 372148003),,,Population Group,F-0220F,,Black - ethnic group (ethnic group),,,,,Black,T098,C0005680
